Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2009.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,16
2009.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2009.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2009.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,16209
2009.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,17180
2009.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,68353
2009.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,9847
2009.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,733
2009.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,851
2009.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,1148
2009.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,5897
2009.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2009.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,101
2009.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1118
2009.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,7303
2009.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2009.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2009.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,1422
2009.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,3760
2009.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2009.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2009.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,122
2009.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1999
2009.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,58505
2009.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,34022
2009.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,24484
2009.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,61049
2009.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,68353
2009.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,25595
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,10262
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4031
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,422
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,4812
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,648
2009.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,96
2009.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,253
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1248
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,97
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,418
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2009.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2009.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,733
2009.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,15333
2009.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,7114
2009.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,8219
2009.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,24347
2009.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,25595
2009.03,Households,511,Closing balance total assets,LE00000,A000000,1075777
2009.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,638402
2009.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2009.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,97973
2009.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,5574
2009.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,786
2009.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,497033
2009.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,37036
2009.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2009.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2009.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,138782
